//Indexing Sort Option: ALPHA
//_______________________________________________________________________
// Column 1 = Bank Number and State Number.
// Column 2 = Bank Type (NA - NAB AGENT, NB - NAB BANK,NN- NON NAB(other banks))
// Column 3 = maximum value
//_______________________________________________________________________
//

472,NN,99999999999,
473,NN,99999999999,
474,NN,99999999999,
475,NN,99999999999,
476,NN,99999999999,
477,NN,99999999999,
552,NN,99999999999,
553,NN,99999999999,
554,NN,99999999999,
555,NN,99999999999,
556,NN,99999999999,
042,NN,99999999999,
043,NN,99999999999,
044,NN,99999999999,
045,NN,99999999999,
046,NN,99999999999,
047,NN,99999999999,
092,NN,99999999999, 
093,NN,99999999999, 
094,NN,99999999999, 
095,NN,99999999999, 
096,NN,99999999999, 
097,NN,99999999999, 
646,NN,99999999999,
801,NN,99999999999, //Cascal bank has special requirement which is 11 digits max though it is an agent bank
802,NN,99999999999, //Cascal bank has special requirement which is 11 digits max though it is an agent bank
803,NN,99999999999, //Cascal bank has special requirement which is 11 digits max though it is an agent bank
804,NN,99999999999, //Cascal bank has special requirement which is 11 digits max though it is an agent bank
805,NN,99999999999, //Cascal bank has special requirement which is 11 digits max though it is an agent bank
806,NN,99999999999, //Cascal bank has special requirement which is 11 digits max though it is an agent bank
807,NN,99999999999, //Cascal bank has special requirement which is 11 digits max though it is an agent bank

080,NB,99999999999,		
051,NB,99999999999,		
081,NB,99999999999,		
751,NB,99999999999,		
781,NB,99999999999,		
052,NB,99999999999,
053,NB,99999999999,
054,NB,99999999999,
055,NB,99999999999,
056,NB,99999999999,
057,NB,99999999999,
082,NB,99999999999,
083,NB,99999999999,
084,NB,99999999999,
085,NB,99999999999,
086,NB,99999999999,
087,NB,99999999999,
782,NB,99999999999,
783,NB,99999999999,
784,NB,99999999999,
785,NB,99999999999,
786,NB,99999999999,
787,NB,99999999999,
752,NB,99999999999, 
753,NB,99999999999, 
754,NB,99999999999, 
755,NB,99999999999, 
756,NB,99999999999, 
757,NB,99999999999, 

211,NA,999999999999
212,NA,999999999999
213,NA,999999999999
214,NA,999999999999
215,NA,999999999999
216,NA,999999999999
217,NA,999999999999
218,NA,999999999999
219,NA,999999999999
452,NA,999999999999
453,NA,999999999999
915,NA,999999999999
512,NA,999999999999
514,NA,999999999999
610,NA,999999999999
633,NA,999999999999
122,NA,999999999999
123,NA,999999999999
124,NA,999999999999
125,NA,999999999999
126,NA,999999999999
127,NA,999999999999
180,NA,999999999999
181,NA,999999999999
182,NA,999999999999
183,NA,999999999999
184,NA,999999999999
185,NA,999999999999
186,NA,999999999999
187,NA,999999999999
188,NA,999999999999
189,NA,999999999999
240,NA,999999999999
241,NA,999999999999
242,NA,999999999999
243,NA,999999999999
244,NA,999999999999
245,NA,999999999999
246,NA,999999999999
247,NA,999999999999
248,NA,999999999999
249,NA,999999999999
340,NA,999999999999
