// Column 1: State
// Column 2: BSB Number
// Column 3: Account Number
// Column 4: EAD
// Column 5: Trancode
NSW,082265,899919938,DDMMYY,65
VIC,083309,899919938,DDMMYY,65
QLD,084265,899919938,DDMMYY,65
SA,085265,899919938,DDMMYY,65
WA,086265,899919938,DDMMYY,65
