//BSB or bank code, 
//weights for digit 1,2,3,4,5,6,7,8,9,10,11,12,13,14(left to right), 
//divisor (e.g. 11 if modulus 11 used),
//whether to use bsb 4 digits in mod calculation (1 for true),
//split 2 digit products in mod calculation (1 for true) - if modulus calculation results in a 2/3 digit number, should each of its digits be added as well?

801,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
802,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
803,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
804,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
805,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
806,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
807,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
180,1,2,1,2,1,2,1,2,,,,,,,10,0,1
181,1,2,1,2,1,2,1,2,,,,,,,10,0,1
182,1,2,1,2,1,2,1,2,,,,,,,10,0,1
183,1,2,1,2,1,2,1,2,,,,,,,10,0,1
184,1,2,1,2,1,2,1,2,,,,,,,10,0,1
185,1,2,1,2,1,2,1,2,,,,,,,10,0,1
186,1,2,1,2,1,2,1,2,,,,,,,10,0,1
187,1,2,1,2,1,2,1,2,,,,,,,10,0,1
188,1,2,1,2,1,2,1,2,,,,,,,10,0,1
189,1,2,1,2,1,2,1,2,,,,,,,10,0,1
313,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
512,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
514,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
639,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
642,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
801,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
802,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
803,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
804,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
805,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
806,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
807,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
812,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
813,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
814,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
815,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
817,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
819,1,2,1,2,1,2,1,2,,,,,,,10,0,1
952,9,8,7,6,5,4,3,2,,,,,,,11,0,0
100000,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100010,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100020,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100030,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100040,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100050,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100060,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100070,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100080,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100090,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100100,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100110,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100120,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100130,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100140,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100150,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100160,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100170,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100180,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100190,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100200,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100210,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100220,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100230,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100240,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100250,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100260,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100270,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100280,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100290,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100300,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100310,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100320,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100330,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100340,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100350,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100360,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100370,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100380,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100390,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100400,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100410,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100420,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100430,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100440,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100450,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100460,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100470,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100480,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100490,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100500,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100510,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100520,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100530,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100540,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100550,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100560,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100570,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100580,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100590,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100600,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100610,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100620,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100630,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100640,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100650,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100660,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100670,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100680,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100690,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100700,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100710,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100720,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
100730,1,2,1,2,1,2,1,2,1,2,1,2,,,10,1,1
