//Indexing Sort Option: ALPHA
//Modification History:
//2015-05-06		Dinesh		Added Column-4
//2015-05-25        Dinesh      Added NAB Internal BSB (State 1 for Bank codes 05, 08, 75 and 78)
//2015-06-01        Dinesh      Added NAB CreditCard Bank States
//2015-07-01        Dinesh      Chase Manhattan Bank changed to JPMorgan Chase Bank and with JPM EndPoint
//2015-07-16        Dinesh      Added CUS (Agency Bank name) for additional NBFIs
//2015-08-26        Dinesh      Commented Morgan Guaranty (BankNumber 920)
//_______________________________________________________________________
// Column 1 = Bank Number and State Number.
// Column 2 = Bank Name
// Column 3 = Bank Name for Reporting only, not used in Viva Validation. 
// Column 4 = Agency Bank Name (only Populated where specific handling is required for Image Exchange files)
//
// *****************************************************************************************
// Inserts to this table should have a corresponding entry into the Rem_Ind table
// ******************************************************************************************
708,WBC,Westpac Banking Corporation, , , , ,  //Indue Australia Limited
709,WBC,Westpac Banking Corporation, , , , ,  //Indue Australia Limited
722,WBC,Westpac Banking Corporation, , , , ,  //Southern Cross Credit Union Limited
482,ANZ,Australia & New Zealand Banking Group Limited, , , , ,  // Suncorp Metway
483,ANZ,Australia & New Zealand Banking Group Limited, , , , ,  // Suncorp Metway
484,ANZ,Australia & New Zealand Banking Group Limited, , , , ,  // Suncorp Metway
485,ANZ,Australia & New Zealand Banking Group Limited, , , , ,  // Suncorp Metway
486,ANZ,Australia & New Zealand Banking Group Limited, , , , ,  // Suncorp Metway
487,ANZ,Australia & New Zealand Banking Group Limited, , , , ,  // Suncorp Metway
662,ANZ,Australia & New Zealand Banking Group Limited, , , , ,  // Suncorp Buidling Society Limited
663,ANZ,Australia & New Zealand Banking Group Limited, , , , ,  // Suncorp Buidling Society Limited
664,ANZ,Australia & New Zealand Banking Group Limited, , , , ,  // Suncorp Buidling Society Limited
665,ANZ,Australia & New Zealand Banking Group Limited, , , , ,  // Suncorp Buidling Society Limited
666,ANZ,Australia & New Zealand Banking Group Limited, , , , ,  // Suncorp Buidling Society Limited
667,ANZ,Australia & New Zealand Banking Group Limited, , , , ,  // Suncorp Buidling Society Limited
728,ANZ,Australia & New Zealand Banking Group Limited, , , , ,  // Summerland Credit Union Limited
472,WBC,Westpac Banking Corporation, , , , , // For Value
473,WBC,Westpac Banking Corporation, , , , , // For Value
474,WBC,Westpac Banking Corporation, , , , , // For Value
475,WBC,Westpac Banking Corporation, , , , , // For Value
476,WBC,Westpac Banking Corporation, , , , , // For Value
477,WBC,Westpac Banking Corporation, , , , , // For Value
552,WBC,Westpac Banking Corporation, , , , , // For Value
553,WBC,Westpac Banking Corporation, , , , , // For Value
554,WBC,Westpac Banking Corporation, , , , , // For Value
555,WBC,Westpac Banking Corporation, , , , , // For Value
556,WBC,Westpac Banking Corporation, , , , , // For Value
042,WBC,Westpac Banking Corporation, , , , , // For Value
043,WBC,Westpac Banking Corporation, , , , , // For Value
044,WBC,Westpac Banking Corporation, , , , , // For Value
045,WBC,Westpac Banking Corporation, , , , , // For Value
046,WBC,Westpac Banking Corporation, , , , , // For Value
047,WBC,Westpac Banking Corporation, , , , , // For Value

//**************NAB Internal****************************
080,NAB,National Australia Bank, ,NAB,1,0,		//NAB Internal
051,NAB,National Australia Bank, ,NAB,1,0,		//NAB Internal
081,NAB,National Australia Bank, ,NAB,1,0,		//NAB Internal
751,NAB,National Australia Bank, ,NAB,1,0,		//NAB Internal
781,NAB,National Australia Bank, ,NAB,1,0,		//NAB Internal
//*******************************************************

052,NAB,National Australia Bank, ,NAB,1,0,
053,NAB,National Australia Bank, ,NAB,1,0,
054,NAB,National Australia Bank, ,NAB,1,0,
055,NAB,National Australia Bank, ,NAB,1,0,
056,NAB,National Australia Bank, ,NAB,1,0,
057,NAB,National Australia Bank, ,NAB,1,0,
082,NAB,National Australia Bank, ,NAB,1,0,
083,NAB,National Australia Bank, ,NAB,1,0,
084,NAB,National Australia Bank, ,NAB,1,0,
085,NAB,National Australia Bank, ,NAB,1,0,
086,NAB,National Australia Bank, ,NAB,1,0,
087,NAB,National Australia Bank, ,NAB,1,0,
782,NAB,National Australia Bank, ,NAB,1,0,
783,NAB,National Australia Bank, ,NAB,1,0,
784,NAB,National Australia Bank, ,NAB,1,0,
785,NAB,National Australia Bank, ,NAB,1,0,
786,NAB,National Australia Bank, ,NAB,1,0,
787,NAB,National Australia Bank, ,NAB,1,0,
122,NAB,National Australia Bank,BQL,BQL,1,1,1 // Bank of Queensland
123,NAB,National Australia Bank,BQL,BQL,1,1,1 // Bank of Queensland
124,NAB,National Australia Bank,BQL,BQL,1,1,1 // Bank of Queensland
125,NAB,National Australia Bank,BQL,BQL,1,1,1 // Bank of Queensland
126,NAB,National Australia Bank,BQL,BQL,1,1,1 // Bank of Queensland
127,NAB,National Australia Bank,BQL,BQL,1,1,1 // Bank of Queensland
180,NAB,Macquarie Bank Limited,MQG,MBL,1,0,0
181,NAB,Macquarie Bank Limited,MQG,MBL,1,0,0
182,NAB,National Australia Bank,MQG,MBL,1,0,0 // Macquarie Bank 
183,NAB,National Australia Bank,MQG,MBL,1,0,0 // Macquarie Bank 
184,NAB,National Australia Bank,MQG,MBL,1,0,0 // Macquarie Bank 
185,NAB,National Australia Bank,MQG,MBL,1,0,0 // Macquarie Bank 
186,NAB,National Australia Bank,MQG,MBL,1,0,0 // Macquarie Bank 
187,NAB,National Australia Bank,MQG,MBL,1,0,0 // Macquarie Bank 
188,NAB,Macquarie Bank Limited,MQG,MBL,1,0,0
189,NAB,Macquarie Bank Limited,MQG,MBL,1,0,0
240,NAB,National Australia Bank,CIT,CIT,1,0,1 // CitiBank
241,NAB,National Australia Bank,CIT,CIT,1,0,1 // CitiBank
242,NAB,National Australia Bank,CIT,CIT,1,0,1 // CitiBank
243,NAB,National Australia Bank,CIT,CIT,1,0,1 // CitiBank
244,NAB,National Australia Bank,CIT,CIT,1,0,1 // CitiBank
245,NAB,National Australia Bank,CIT,CIT,1,0,1 // CitiBank
